commit_hash,project_name,classification,commit_message
ed3fafb887fef0afbcd90eef7f263fef3bde95d9,apache-ant,None,"Replaced usage of Avalon Context with Myrmidon specific Context:* Moved read-only property and resolve methods from TaskContext to new Contextn  interface.  TaskContext now extends the new Context interface.nn* Changed the Configurer methods to use the new Context.  Both implementationsn  use the supplied Context to do property resolution.nn* Renamed TaskContext.getPropertys() -> getProperties().nn* Moved PropertyUtil from configurer to workspace package, as that is nown  the only place it is used.nn* Changed PropertyUtil to work with the new Context.nnRoleManager:nn* A default implementation for a role can now be specified.  Currentlyn  can only do this programatically.nnDefaultMasterConverter:nn* Removed MasterConverter interface.  It is now identified by the Convertern  role.nn* Now caches the converter instances.nn* Changed the converter search algorithm to traverse the *source* classn  hierarchy, including all interfaces.  Chooses the most specialisedn  conversion, and fails if there is more than one such choice.nnDefaultConfigurer:nn* Attempts to convert references, if the type does not match the expected type.nn* Changed handling of nested elements, for named adders/setters:n  * If the method type can be mapped to a role, and that role has a defaultnimplementation, then use that default implementation.n  * Otherwise, if the method type is an interface, fail.n  * Otherwise, create an instance using no-args constructor.nn* Changed handling of nested elements, for typed adders/setters:n  * If the method type can be mapped to a role, and the element name isna type of that role, then use that role to create the instance.n  * Otherwise, use the type factory for the generic data-type role.n  * Attempt to convert the instance if it is not of the expected type.nn* Added a bunch of test cases for new functionality.nn* Renamed all the ConfigTest classes to have descriptive names.nnMisc:nn* Renamed package framework.factorys -> framework.factories.nn* Made tests work when fork = false.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271539 13f79535-47bb-0310-9956-ffa450edef68n"
ed7b196c5f9e679a3d4736e7127bb7f1de2535c6,apache-jmeter,Corrective,Fixed language change handling for menus (does not yet work for TestBeans)git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@718244 13f79535-47bb-0310-9956-ffa450edef68n
ed83cf57aa6744dfd4f034e10ee6e6ce5601be03,camel,Feature Addition,reverting my last commit so I can apply the latest web console patch... will send a new one shortlygit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@803122 13f79535-47bb-0310-9956-ffa450edef68n
ed97da74407a98ea23aae618c685c170e1ea8652,tomcat,Corrective,Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48146 Correct JavaDoc typos. Patch provided by gingyang.xugit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@881574 13f79535-47bb-0310-9956-ffa450edef68n
ed99a77bfd062649111179bccc36261e5d2c9bbc,camel,None,CAMEL-1614:Fixed bug if JMSReplyTo was in headers but null. To avoid WARN logs for InOnly messages with no JMSReplyTo anyway.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@774678 13f79535-47bb-0310-9956-ffa450edef68n
eda4281a15292e1062df7c1a000f7f93e8c710ee,apache-jmeter,Feature Addition,Add Sampler scope selection to XPathExtractorgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@905149 13f79535-47bb-0310-9956-ffa450edef68n
edb71783adeffc29a56df203f97b5ac0e4566a5d,apache-ant,None,removed security managergit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@267557 13f79535-47bb-0310-9956-ffa450edef68n
eddf09c6b65dc0f075da20eaac99e8416caeb646,log4j,Feature Addition,Removed lf5.A snapshot of the CVS version files has been copied to a new CVS module called logging-log4j-attic.nnngit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310834 13f79535-47bb-0310-9956-ffa450edef68n
ee2cdf7bb3d889b41807119b7b1c150bd7c45cfc,tomcat,None,Remove $Id keyword from java files in catalina/*git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1561104 13f79535-47bb-0310-9956-ffa450edef68n
ee5487e38c850d95e93d2e38478bd1573fbca990,camel,None,CAMEL-6377: Optimized routing engine to reduce stack frames in use during routing. Work in progress.
ee6f20fbfc4f5cb213ed6a5bc8975871065c42c4,apache-ant,None,Move general purpose utility code for bzip/zip/tar into autgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270795 13f79535-47bb-0310-9956-ffa450edef68n
ee96f2680ee949212e9421b07e65a8a42d73a22b,camel,None,"CAMEL-908: WireTap now also supports sending a new Exchange, that is populated before its send. Allows you to spin off fire and forget messages at will during routing.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@758152 13f79535-47bb-0310-9956-ffa450edef68n"
eeb9c31e96f22bc9c3e4a76456248d50ae613d95,apache-jmeter,Feature Addition,Update canAddTo: - workbench can contain all but testplan and workbench - threadgroup is a controller but is allowed at TestPan level - add utiity method for use from Loadgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@583469 13f79535-47bb-0310-9956-ffa450edef68n
eed11060d56db6336cccec940722e8e972e110ed,apache-ant,Feature Addition,"A change in ProjectHelper2 - RC doesnt need to depend on SAX2. The attributes are just stored in a Hashtable, you can construct the UE/RC tree without using any SAX at all.I added @deprecated tags to the SAX1 attributes as well.nnAlso added a (harmless - I hope ) Serializable interface to RC, andntransient to the fields that dont need to be serialized.nnPR:nObtained from:nSubmitted by:nReviewed by:nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@273704 13f79535-47bb-0310-9956-ffa450edef68n"
eee4d716b48074825e1afcd9c74038a393ddeb69,hadoop,None,HDFS-8895. Remove deprecated BlockStorageLocation APIs.
eeede12e670b557ddeaa57616e605d9688558e9f,apache-ant,None,Die ProjectComponent die!git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271699 13f79535-47bb-0310-9956-ffa450edef68n
ef16ef8039cd50db04842f1f8b783a03fa8864d8,apache-jmeter,None,Use Thread.setDefaultUncaughtExceptionHandler() instead of private ThreadGroupgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@1067243 13f79535-47bb-0310-9956-ffa450edef68n
ef420c53bf5756a4e14afb47a54cef25e01017a9,apache-ant,None,"* DefaultTaskContext now uses a ServiceManager to locate services, rather than   a ComponentManager.  Currently all components are also exposed as services.* Some tidy up to DefaultExecutionFrame and DefaultWorkspace.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271313 13f79535-47bb-0310-9956-ffa450edef68n"
ef5e931ba97237e8bb669e536af8ad2a3a0f0b86,camel,None,CAMEL-1503: First part of doing SMX-Camel with XML streams easier.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@760833 13f79535-47bb-0310-9956-ffa450edef68n
ef789dfa9beeacb682048b47977f21819bbb1e78,apache-ant,Corrective,"Always handle refid first. Refid normally cannot be used with other attributes and some types check for this. The code is broken in a number of places - if refid is not set first. To fix this, runtimeconfigurable will now always process refid first.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@452635 13f79535-47bb-0310-9956-ffa450edef68n"
ef8533d6c669647b9db34297fd9219e72f698c88,log4j,None,Updates to Apache 2.0 license header in source files and LICENSE.txt.git-svn-id: https://svn.apache.org/repos/asf/logging/log4j/branches/v1_2-branch@311369 13f79535-47bb-0310-9956-ffa450edef68n
ef8738429278128eed1a1f43d13e2f35f152df8a,gerrit,None,"Duplicate vim keymap before deleting keysInstead of deleting command keys from the main vim map, clone the mapnto vim_ro and delete from the copy.  This leaves the main vim mapnpristine and can therefore be used in editable copies of CodeMirror,nsuch as for the commit message or editing a file in the browser.nnChange-Id: I446b7acf406cfe859158b3f00cfe47fec80eff83n"
ef98989ebef78ac5a5de3988dd97464a80ac4ad9,tomcat,None,start implementing concurrency around the state machine startAsync and complete() are to be thread safe operationsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@795669 13f79535-47bb-0310-9956-ffa450edef68n
efe75f3dae13328363236ae3fc093ce2fe2ecdb6,camel,None,CAMEL-1241: java.io.File based component on the new generic VFS stuff (work in progress)git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@737635 13f79535-47bb-0310-9956-ffa450edef68n
efefba426ad9635332e185b743954dddcc441d39,camel,None,CAMEL-2992: Removed support for JMS 1.0.2 api.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@979027 13f79535-47bb-0310-9956-ffa450edef68n
f01a382e182605bf4aaec14adb2674ecc47a6bd8,camel,None,CAMEL-2135: JettyHttpProducer now implemented async non blocking response parser shared with synced mode. Removed classes and Future not needed.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@834834 13f79535-47bb-0310-9956-ffa450edef68n
f01f9da16cfce4c83e8a9f70f4a274f81e77988e,tomcat,Feature Addition,Adding the plumbing to get inputstreams for class files. These will be passed BCEL for annotation scanning.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@887146 13f79535-47bb-0310-9956-ffa450edef68n
f0511be8128e392078c9ce01fef118f73c8c42dc,apache-jmeter,None,Implement record only 1st sample in each group option + GUI improvement.git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@323792 13f79535-47bb-0310-9956-ffa450edef68n
f0518fdbe904be4803de2bf71182ab918b1321e0,camel,None,CAMEL-873 CAMEL-400git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@690920 13f79535-47bb-0310-9956-ffa450edef68n
f062d553a704e2d707205e0855ac023a8c44a40e,camel,None,upgraded to spring 2.0.3 and tidied up the JMS endpoints so that they can configure the JmsTemplate / MessageListenerContainer objects from Springgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@523430 13f79535-47bb-0310-9956-ffa450edef68n
f06af1f40ab05fce3208868ea64888ae0729d63b,apache-jmeter,Corrective,Add runtime debug switchinggit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-1@404886 13f79535-47bb-0310-9956-ffa450edef68n
f088f9b56e1bbc08273cd7220d5f67c96eda34ee,tomcat,Corrective,Fix regression caused by a combination of the TLD refactoring and the new resources implementation. TLDs in JARs in packed WARs were not accessible. There were two parts to the fix: - In TldScanner ensure that that the correct URL for the JAR containing the TLD was used - In TldResourcePath ensure that the correct URL to the TLD was constructed from the JAR URL and the path to the resource within the JARgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1526724 13f79535-47bb-0310-9956-ffa450edef68n
f0d5bd2db94e7e1ac4e365d3db0e7d54d8ec5e23,tomcat,None,Use multicatch to reduce code duplication.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1734301 13f79535-47bb-0310-9956-ffa450edef68n
f10f55e38945686827dc249703b1606682657a62,camel,None,CAMEL-2058: File operations on Windows uses retry to work around issues on this platform.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@826686 13f79535-47bb-0310-9956-ffa450edef68n
f138f4564d588c7b65f10c04181a70858cea3f6f,camel,None,CAMEL-6906 PGPDataFormat: Enable Streaming during Unmarshaling with thanks to Franz
f1415bcf0486c18252c3ddf68a867590e9ca7d35,apache-ant,Corrective,"revert Bugzilla: 35436, getResources is final in java 1.4git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@440332 13f79535-47bb-0310-9956-ffa450edef68n"
f1ca327fe83b0932fe8240cbcf3b86d550dce2d5,apache-ant,None,Made the MasterConverter search through the destination classes hierarchy to find a match for converter. This will allow a converter that converts to a specific superclass also work for all subclasses.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270395 13f79535-47bb-0310-9956-ffa450edef68n
f1d5567b0bc7b32db11fba98454a256ac2010dd7,apache-jmeter,None,PUT does not support multiple files as contentgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@701900 13f79535-47bb-0310-9956-ffa450edef68n
f1e7b4baf59161757ad5d81e6d7938b827ba36b0,apache-ant,None,"Improved InterruptException handling, especially from Parallel task. Should also solve Pr 42924.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@576176 13f79535-47bb-0310-9956-ffa450edef68n"
f1ec703fb501c192f496fd36ae67df2aec916817,apache-jmeter,Perfective,"removing StatsCollector, since it was a bit overkill, instead I figured out an easy way to extend ResultCollector that is simpler and cleaner.peternnngit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@325110 13f79535-47bb-0310-9956-ffa450edef68n"
f1fe91ec9519535153f05acd3e6402bdb8e12c56,hadoop,None,HDFS-3810. Implement format() for BKJM. Contributed by Ivan Kelly.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1407182 13f79535-47bb-0310-9956-ffa450edef68n
f20c4e8f1b36b51f9da263cf025bb5a5efc64345,apache-jmeter,None,TODO does not make sense; the class has to be instantiated to get the ref keygit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@772251 13f79535-47bb-0310-9956-ffa450edef68n
f23b99755bd5b1f1766cc9d6992b06a1aeb463c0,tomcat,None,implement method callbacksgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@542247 13f79535-47bb-0310-9956-ffa450edef68n
f246b924f75e37114abb9ea8c3de585aaefdfeda,apache-jmeter,None,Split off CSV into separate classgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@593962 13f79535-47bb-0310-9956-ffa450edef68n
f26d6f30d29c527f590b6b13cf8abcf2377db391,gerrit,Corrective,"Move the SSH key cache into EhcacheThis way the cache can be viewed through gerrit show-caches, butncan also be configured through gerrit.config, if the administratornwants to apply different caching rules.nnWe now cache the parsed version of the PublicKey, rather than textnrepresentation.  This makes authentication slightly quicker, as wenonly need to perform the equality test on candidates, and dont donthe decoding steps.nnBug: GERRIT-166nSigned-off-by: Shawn O. Pearce <sop@google.com>n"
f2733242f36b1c750c9361a0056d726b970647b9,apache-ant,None,Zap the yet to be converted ant1 codegit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@272460 13f79535-47bb-0310-9956-ffa450edef68n
f2791c3c066dfe0d02fac3b9fc70739ccfbfed57,apache-ant,None,Zap the anteater sourcecode after harvesting path todos.Leave the bootstrap stuff in there as it still hasnt been integrated into myrmidonnnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271940 13f79535-47bb-0310-9956-ffa450edef68n
f29528e37ec7645da7ae7779b2f848994ffb3a1b,apache-jmeter,Preventative,Need at least one test..git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-2@514335 13f79535-47bb-0310-9956-ffa450edef68n
f29c6e94526424f951c300b2d5ac3f134b46fb3a,tomcat,Corrective,Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=4227 Update comments to indicate this is no longer an issuegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1025785 13f79535-47bb-0310-9956-ffa450edef68n
f2b895e23ac0af52594f2be9581e6b8ce8a3cf9f,tomcat,Perfective,Better notes for future referencegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@793021 13f79535-47bb-0310-9956-ffa450edef68n
f2b91a8367a762091482074505618b570a520b19,hadoop,Corrective, MAPREDUCE-2807. Fix AM restart and client redirection. Contributed by Sharad Agarwal.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1161408 13f79535-47bb-0310-9956-ffa450edef68n
f34af73224c081535b0eb91e6713379072992cf8,apache-jmeter,Feature Addition,Add AL headers Update tests to improve coveragegit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@817395 13f79535-47bb-0310-9956-ffa450edef68n
f39abb65a12e8d5ad7c8f772fbd5e655edb36f6e,apache-ant,None,Catch IO Exceptions when running Jikes Based on an observation by Matt Foemmel <mpfoemme@ThoughtWorks.com> a while ago.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@267723 13f79535-47bb-0310-9956-ffa450edef68n
f3a893b696cdcff89ea4640c9dd21cbde094104d,hadoop,None,YARN-869. Move ResourceManagerAdministrationProtocol out of main YARN api. Contributed by Vinod K V.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1496751 13f79535-47bb-0310-9956-ffa450edef68n
f3e1be6cc41d46983afa0636ed200122c6d9e485,apache-jmeter,None,Dont save responseData unless it is textgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-1@392452 13f79535-47bb-0310-9956-ffa450edef68n
f3e9673985f7b382a79e781ecaf6cdda9f3228ae,tomcat,Corrective,Implement non-blocking write for APR. Add some trace level debug code to AprEndpoint that was useful in getting this working.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1480786 13f79535-47bb-0310-9956-ffa450edef68n
f3eae07c562708499e6b9240d8ad21a4ed640013,camel,Corrective,CAMEL-8742 - Reconect when connections are closed.* Cancel reply manager when sending a message in the producer failsn* Change the SuspendResume test to use a different queue since it conflicts with other queue settingsn
f3f0d4dd0cb26bc0fdf2f2eb92d93bac26316762,tomcat,Feature Addition,Move media-type parsing to the new parser and drop the JJTree based parser.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1405415 13f79535-47bb-0310-9956-ffa450edef68n
f44ff09d2810436c90aedb7afc653fb4f30d2d1b,camel,None,CAMEL-7620: Rest DSL. Enlist rest services in RestRegistry and JMX.
f45aad652ba58fc480d6eed59cfce43d57df39ad,apache-jmeter,Feature Addition,* Add bean customizer support. * Factor out the bean GUI to a GenericTestBeanCustomizer.git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@324171 13f79535-47bb-0310-9956-ffa450edef68n
f463bd2cab8b132695d8bf60c889212628eba281,apache-ant,Perfective,More cleanupgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@274774 13f79535-47bb-0310-9956-ffa450edef68n
f47adf75510ef71a5b4071e8c77af7abb9c07dc9,camel,None,CAMEL-1933: Overhaul of JMX. Tracing can now be managed. And can enabled on the fly even if tracing was not defined when started. So you can start tracing running platforms. Need to expose more attributes/operations though so you can adjust trace formatting etc.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@808866 13f79535-47bb-0310-9956-ffa450edef68n
